"","SerialNumber","TransportationMode","ArrivalTime","Age","ClassOfWorker","Occupation","Sex","MaritalStatus","HealthInsurance","EducationLevel","TotalIncome","IncomeAdjuster","PUMA","HomeOffice"
"343",21292,NA,NA,40,3,2310,2,1,1,22,79000,1007588,11103,0
"344",21293,NA,NA,38,3,2310,1,1,1,23,78000,1007588,11103,0
"345",21294,NA,NA,12,NA,NA,1,5,1,10,NA,1007588,11103,0
"346",21295,NA,NA,10,NA,NA,2,5,1,8,NA,1007588,11103,0
"347",21296,NA,NA,7,NA,NA,2,5,1,5,NA,1007588,11103,0
"348",21297,NA,NA,3,NA,NA,1,5,1,1,NA,1007588,11103,0
"349",21588,"Driving",91,24,1,3645,2,1,1,19,18000,1007588,11106,0
"350",21589,"Driving",56,24,1,9610,1,1,1,18,38000,1007588,11106,0
"351",21590,NA,NA,7,NA,NA,1,5,1,5,NA,1007588,11106,0
"352",21591,NA,NA,3,NA,NA,2,5,1,1,NA,1007588,11106,0
"353",21600,NA,NA,73,NA,NA,1,5,1,16,0,1007588,11106,0
"354",21800,"Home Office",NA,52,3,4600,2,3,2,16,33000,1007588,8303,1
"355",21801,"Driving",199,52,4,1050,1,5,1,21,170000,1007588,8303,0
"356",21817,NA,NA,59,NA,NA,1,5,1,1,1200,1007588,11103,0
"357",21909,NA,NA,72,NA,NA,2,1,1,6,8700,1007588,11103,0
"358",21910,NA,NA,76,NA,NA,1,1,1,4,12000,1007588,11103,0
"359",21920,"Driving",94,31,6,220,1,5,1,21,25000,1007588,11106,0
"360",22471,NA,NA,73,1,1740,1,1,1,21,23000,1007588,11106,0
"361",22472,NA,NA,70,NA,NA,2,1,1,19,11200,1007588,11106,0
"362",22641,NA,NA,43,3,2310,2,3,1,23,80100,1007588,11106,0
"363",22642,NA,NA,11,NA,NA,1,5,1,8,NA,1007588,11106,0
"364",22643,NA,NA,8,NA,NA,2,5,1,5,NA,1007588,11106,0
"365",22829,"Driving",91,28,1,5240,1,5,1,21,66000,1007588,8303,0
"366",22846,"Driving",99,56,1,5700,2,1,1,18,31200,1007588,8303,0
"367",22847,"Driving",91,57,1,5240,1,1,1,21,70000,1007588,8303,0
"368",22956,"Driving",90,41,7,3060,2,1,1,23,250000,1007588,11104,0
"369",22957,"Driving",97,48,7,4610,1,1,1,24,250000,1007588,11104,0
"370",22958,NA,NA,11,NA,NA,1,5,1,9,NA,1007588,11104,0
"371",22959,NA,NA,5,NA,NA,2,5,1,2,NA,1007588,11104,0
"372",23139,"Driving",74,21,5,9820,1,5,1,18,16000,1007588,11103,0
"373",23161,NA,NA,54,NA,NA,2,2,1,23,308000,1007588,11106,0
"374",23251,NA,NA,78,NA,NA,2,3,1,16,43500,1007588,11106,0
"375",23252,NA,NA,69,6,725,2,1,1,21,15700,1007588,11106,0
"376",23253,NA,NA,72,7,1300,1,1,1,21,74400,1007588,11106,0
"377",23328,"Driving",90,46,1,1010,1,1,1,21,426000,1007588,8303,0
"378",23329,NA,NA,62,NA,NA,2,1,1,16,1300,1007588,8303,0
"379",23363,"Driving",100,41,1,1760,2,1,1,22,123500,1007588,11104,0
"380",23364,"Driving",87,42,1,1760,1,1,1,24,108000,1007588,11104,0
"381",23365,NA,NA,5,NA,NA,2,5,1,2,NA,1007588,11104,0
"382",23366,NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,11104,0
"383",23437,"Driving",55,65,1,4250,1,1,1,8,27500,1007588,8303,0
"384",23438,"Walking",104,63,1,4230,2,1,1,6,27000,1007588,8303,0
"385",23439,NA,NA,26,1,5620,2,5,1,16,4000,1007588,8303,0
"386",23440,NA,NA,4,NA,NA,1,5,1,1,NA,1007588,8303,0
"387",23612,"Driving",99,61,1,8740,2,1,1,2,44000,1007588,11103,0
"388",23613,NA,NA,60,1,9620,1,1,1,1,38000,1007588,11103,0
"389",23614,NA,NA,84,NA,NA,2,2,1,1,0,1007588,11103,0
"390",23790,"Home Office",NA,44,4,2840,2,5,1,22,41400,1007588,8303,1
"391",24038,NA,NA,88,NA,NA,1,1,1,21,55100,1007588,8303,0
"392",24039,"Home Office",NA,79,1,2810,2,1,1,19,59100,1007588,8303,1
"393",24184,NA,NA,43,1,5700,2,3,1,19,31800,1007588,11104,0
"394",24185,"Driving",155,23,1,4030,2,5,1,18,16700,1007588,11104,0
"395",24186,NA,NA,17,NA,NA,1,5,1,14,0,1007588,11104,0
"396",24187,NA,NA,14,NA,NA,1,5,1,11,NA,1007588,11104,0
"397",24188,"Driving",92,46,1,1007,1,3,1,21,70000,1007588,11104,0
"398",24241,"Driving",201,35,2,420,2,5,1,21,48000,1007588,11104,0
"399",24242,"Driving",128,37,1,4020,1,5,1,16,35000,1007588,11104,0
"400",24362,"Driving",107,62,6,4510,1,1,2,16,4180,1007588,8303,0
"401",24363,"Driving",102,60,1,3645,2,1,2,18,13000,1007588,8303,0
"402",24402,NA,NA,45,NA,NA,1,4,1,20,0,1007588,11104,0
"403",24433,"Driving",97,30,2,350,2,1,1,21,40000,1007588,11103,0
"404",24434,"Driving",70,32,2,7340,1,1,1,17,60000,1007588,11103,0
"405",24435,NA,NA,4,NA,NA,2,5,1,2,NA,1007588,11103,0
"406",24436,NA,NA,3,NA,NA,2,5,1,1,NA,1007588,11103,0
"407",24437,NA,NA,38,1,10,2,3,2,19,15000,1007588,11103,0
"408",24438,"Driving",96,20,2,9130,1,5,2,16,15000,1007588,11103,0
"409",24622,NA,NA,82,NA,NA,2,2,1,23,120000,1007588,8303,0
"410",24735,NA,NA,43,1,4030,2,1,2,17,0,1007588,11103,0
"411",24736,"Driving",88,45,6,6260,1,1,2,9,34000,1007588,11103,0
"412",24737,NA,NA,19,NA,NA,2,5,2,16,0,1007588,11103,0
"413",24738,NA,NA,16,NA,NA,2,5,2,14,0,1007588,11103,0
"414",24739,NA,NA,31,1,1550,2,5,2,16,0,1007588,11103,0
"415",24740,NA,NA,6,NA,NA,1,5,1,3,NA,1007588,11103,0
"416",24741,NA,NA,3,NA,NA,2,5,1,1,NA,1007588,11103,0
"417",24981,NA,NA,68,3,430,2,3,1,21,15100,1007588,11104,0
"418",25042,"Home Office",NA,38,1,4810,2,1,1,16,16000,1007588,11103,1
"419",25043,"Driving",93,37,1,6330,1,1,1,16,45800,1007588,11103,0
"420",25044,NA,NA,15,NA,NA,1,5,1,12,0,1007588,11103,0
"421",25045,NA,NA,10,NA,NA,1,5,1,7,NA,1007588,11103,0
"422",25046,NA,NA,8,NA,NA,2,5,1,5,NA,1007588,11103,0
"423",25055,"Driving",102,58,1,2630,2,3,1,20,40000,1007588,8303,0
"424",25130,"Driving",103,54,1,4700,1,1,1,21,80000,1007588,11106,0
"425",25131,"Driving",82,51,1,136,2,1,1,21,250000,1007588,11106,0
"426",25132,NA,NA,24,NA,NA,2,5,1,16,1200,1007588,11106,0
"427",25344,"Driving",66,64,3,2320,1,1,1,21,60000,1007588,11106,0
"428",25345,"Driving",91,63,2,430,2,1,1,21,30000,1007588,11106,0
"429",25451,NA,NA,84,NA,NA,2,2,1,16,1300,1007588,11106,0
"430",25452,NA,NA,80,NA,NA,2,1,1,20,34800,1007588,11106,0
"431",25484,"Walking",109,26,4,2200,2,5,1,22,30000,1007588,8303,0
"432",25697,"Biking",144,20,1,4720,2,5,1,19,21200,1007588,8303,0
"433",25722,"Driving",55,42,1,6200,1,1,1,9,45100,1007588,8303,0
"434",25723,"Driving",100,35,1,4220,2,1,1,16,26000,1007588,8303,0
"435",25724,NA,NA,11,NA,NA,2,5,1,9,NA,1007588,8303,0
"436",25820,"Driving",255,34,1,3255,2,1,1,20,93000,1007588,11103,0
"437",25821,NA,NA,39,5,9810,1,1,1,21,36000,1007588,11103,0
"438",25822,NA,NA,5,NA,NA,2,5,1,2,NA,1007588,11103,0
"439",25823,NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,11103,0
"440",25917,"Driving",88,50,6,710,1,1,1,22,60000,1007588,8303,0
"441",25918,"Driving",100,50,1,3320,2,1,1,21,45000,1007588,8303,0
"442",25919,NA,NA,13,NA,NA,2,5,1,10,NA,1007588,8303,0
"443",25920,NA,NA,9,NA,NA,2,5,1,6,NA,1007588,8303,0
"444",25921,"Driving",88,46,1,5240,1,1,1,23,13000,1007588,8303,0
"445",25924,"Public Transit",75,22,1,6050,1,5,2,5,20800,1007588,11104,0
"446",25964,NA,NA,64,NA,NA,2,1,1,9,9500,1007588,11103,0
"447",25965,NA,NA,68,NA,NA,1,1,1,9,20000,1007588,11103,0
"448",25966,"Driving",272,33,1,5400,2,5,2,20,30000,1007588,11103,0
"449",25967,NA,NA,5,NA,NA,2,5,1,1,NA,1007588,11103,0
"450",25985,NA,NA,19,NA,NA,2,5,1,19,0,1007588,8303,0
"451",25986,"Driving",91,22,1,4150,2,5,1,21,5000,1007588,8303,0
"452",25987,"Driving",90,22,1,4060,2,5,1,20,16000,1007588,8303,0
"453",25988,"Driving",141,20,1,4110,2,5,1,20,4000,1007588,8303,0
"454",25989,NA,NA,20,2,5620,2,5,1,19,120,1007588,8303,0
"455",25990,"Driving",206,19,1,4150,2,5,1,19,12300,1007588,8303,0
"456",26099,"Driving",53,67,1,5000,1,1,1,22,53000,1007588,8303,0
"457",26100,NA,NA,61,NA,NA,2,1,1,16,0,1007588,8303,0
"458",26101,"Driving",105,22,1,5240,2,5,1,16,10600,1007588,8303,0
"459",26239,NA,NA,57,NA,NA,2,1,1,22,0,1007588,11104,0
"460",26240,"Walking",72,59,1,1350,1,1,1,21,200000,1007588,11104,0
"461",26241,"Driving",154,23,1,4760,1,5,1,16,14000,1007588,11104,0
"462",26443,"Driving",120,26,4,2200,2,5,1,22,18150,1007588,8303,0
"463",26444,"Public Transit",134,28,4,2200,2,5,1,22,23800,1007588,8303,0
"464",26445,"Driving",127,26,4,2200,2,5,1,21,25500,1007588,8303,0
"465",26608,"Driving",100,54,1,7700,1,1,1,18,57000,1007588,11106,0
"466",26609,NA,NA,53,1,2300,2,1,1,18,18000,1007588,11106,0
"467",27186,NA,NA,76,NA,NA,1,3,1,19,25000,1007588,11103,0
"468",27447,NA,NA,65,NA,NA,2,1,1,14,9000,1007588,11103,0
"469",27448,NA,NA,69,1,205,1,1,1,11,25200,1007588,11103,0
"470",27449,"Driving",96,46,1,3645,2,3,1,19,25000,1007588,11103,0
"471",27467,"Driving",102,56,2,2050,2,1,1,18,54000,1007588,11104,0
"472",27468,"Driving",110,55,7,8220,1,1,1,19,99000,1007588,11104,0
"473",27475,"Driving",94,49,3,2010,2,1,1,21,60000,1007588,11106,0
"474",27476,NA,NA,53,NA,NA,1,1,1,17,0,1007588,11106,0
"475",27477,NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11106,0
"476",27478,NA,NA,94,NA,NA,2,5,1,11,0,1007588,11106,0
"477",27695,NA,NA,29,NA,NA,1,5,1,11,11100,1007588,8303,0
"478",27744,"Driving",94,32,1,4760,2,3,1,18,75000,1007588,8303,0
"479",27745,NA,NA,9,NA,NA,1,5,1,6,NA,1007588,8303,0
"480",27746,NA,NA,7,NA,NA,1,5,1,4,NA,1007588,8303,0
"481",27809,NA,NA,65,NA,NA,1,3,1,22,34500,1007588,11104,0
"482",27810,NA,NA,13,NA,NA,2,5,1,9,NA,1007588,11104,0
"483",27909,NA,NA,36,1,4000,1,1,1,20,26000,1007588,11104,0
"484",28350,"Driving",89,66,5,1020,1,1,1,22,96900,1007588,11106,0
"485",28351,"Home Office",NA,55,1,3255,2,1,1,21,96000,1007588,11106,1
"486",28352,"Driving",92,23,1,2630,2,5,1,21,28100,1007588,11106,0
"487",28353,NA,NA,94,NA,NA,2,2,1,16,18020,1007588,11106,0
"488",28384,NA,NA,51,1,8740,2,1,2,16,75000,1007588,11106,0
"489",28385,NA,NA,52,NA,NA,1,1,1,17,22800,1007588,11106,0
"490",28386,"Driving",188,26,1,4020,1,5,1,17,11700,1007588,11106,0
"491",28387,"Driving",188,21,1,4020,1,5,1,17,9600,1007588,11106,0
"492",28402,NA,NA,64,1,4710,2,1,1,21,24000,1007588,11103,0
"493",28403,NA,NA,70,NA,NA,1,1,1,21,80000,1007588,11103,0
"494",28572,NA,NA,74,NA,NA,1,1,1,22,97000,1007588,8303,0
"495",28573,NA,NA,75,NA,NA,2,1,1,21,90700,1007588,8303,0
"496",28674,NA,NA,66,NA,NA,2,2,1,20,14000,1007588,11103,0
"497",28675,NA,NA,27,1,410,1,5,1,17,15600,1007588,11103,0
"498",28708,NA,NA,71,NA,NA,2,2,1,15,12500,1007588,11103,0
"499",28709,NA,NA,54,1,350,2,4,1,15,60100,1007588,11103,0
"500",28746,"Driving",102,60,1,5120,2,5,1,20,78000,1007588,8303,0
"501",29023,NA,NA,58,NA,NA,2,3,2,9,9600,1007588,11103,0
"502",29024,"Driving",92,57,1,7750,1,5,2,9,40000,1007588,11103,0
"503",29132,NA,NA,57,5,2830,2,5,1,16,50000,1007588,11103,0
"504",29232,"Driving",85,52,1,7700,1,1,1,20,45000,1007588,8303,0
"505",29233,NA,NA,45,NA,NA,2,1,1,13,0,1007588,8303,0
"506",29234,NA,NA,10,NA,NA,2,5,1,6,NA,1007588,8303,0
"507",29235,NA,NA,9,NA,NA,1,5,1,6,NA,1007588,8303,0
"508",29236,NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,8303,0
"509",29275,"Driving",59,44,4,2320,1,1,1,22,120000,1007588,11104,0
"510",29276,"Driving",92,42,3,430,2,1,1,23,92000,1007588,11104,0
"511",29277,NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11104,0
"512",29278,NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11104,0
"513",29316,NA,NA,72,NA,NA,2,1,1,18,53400,1007588,11103,0
"514",29317,NA,NA,71,NA,NA,1,1,1,19,7200,1007588,11103,0
"515",29495,NA,NA,87,NA,NA,2,2,1,22,188700,1007588,8303,0
"516",29496,NA,NA,79,NA,NA,1,1,1,14,1600,1007588,8303,0
"517",29497,NA,NA,76,NA,NA,2,1,1,16,680,1007588,8303,0
"518",29548,NA,NA,76,NA,NA,1,3,1,16,12210,1007588,11106,0
"519",29858,NA,NA,86,NA,NA,1,1,1,20,78670,1007588,11106,0
"520",29859,NA,NA,78,NA,NA,2,1,1,21,15400,1007588,11106,0
"521",29860,"Driving",90,46,1,4720,1,5,1,21,42000,1007588,11106,0
"522",30147,NA,NA,71,NA,NA,2,1,1,22,26300,1007588,8303,0
"523",30148,NA,NA,73,7,1720,1,1,1,22,29700,1007588,8303,0
"524",30306,"Driving",36,58,1,800,1,5,1,21,77000,1007588,11103,0
"525",30307,"Driving",36,47,3,2540,1,5,1,21,25000,1007588,11103,0
"526",30544,"Driving",89,53,1,120,2,1,1,21,115000,1007588,11106,0
"527",30545,"Driving",70,58,3,6200,1,1,1,20,95000,1007588,11106,0
"528",30964,"Driving",97,27,1,1320,1,5,1,21,65000,1007588,11104,0
"529",30987,"Driving",81,35,1,5620,1,1,1,19,45000,1007588,11103,0
"530",30988,"Driving",142,37,1,3500,2,1,1,20,54000,1007588,11103,0
"531",30989,NA,NA,13,NA,NA,1,5,1,9,NA,1007588,11103,0
"532",30990,NA,NA,8,NA,NA,1,5,1,5,NA,1007588,11103,0
"533",30991,NA,NA,3,NA,NA,1,5,1,1,NA,1007588,11103,0
"534",31684,"Driving",71,55,2,3300,2,1,1,22,111000,1007588,11106,0
"535",31685,"Driving",87,55,3,1006,1,1,1,21,130000,1007588,11106,0
"536",31686,"Driving",195,18,1,4130,1,5,1,18,12200,1007588,11106,0
"537",31833,NA,NA,43,1,6200,1,5,2,16,0,1007588,8303,0
"538",31894,"Driving",82,32,1,5100,1,1,1,19,60000,1007588,11104,0
"539",31895,"Driving",88,33,3,630,2,1,1,20,50000,1007588,11104,0
"540",31896,NA,NA,3,NA,NA,2,5,1,1,NA,1007588,11104,0
"541",31897,NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,11104,0
"542",31978,"Home Office",NA,48,2,3255,1,1,1,22,140000,1007588,11103,1
"543",31979,"Driving",109,49,7,3010,2,1,1,23,30000,1007588,11103,0
"544",31980,NA,NA,20,1,5400,2,5,1,19,4000,1007588,11103,0
"545",31981,NA,NA,19,NA,NA,1,5,1,16,7200,1007588,11103,0
"546",31982,NA,NA,15,NA,NA,1,5,1,12,0,1007588,11103,0
"547",31983,NA,NA,12,NA,NA,2,5,1,9,NA,1007588,11103,0
"548",32224,"Home Office",NA,46,1,800,2,1,1,20,15300,1007588,11104,1
"549",32225,"Driving",80,49,7,6355,1,1,1,19,140000,1007588,11104,0
"550",32226,NA,NA,15,NA,NA,2,5,1,13,0,1007588,11104,0
"551",32227,NA,NA,11,NA,NA,1,5,1,9,NA,1007588,11104,0
"552",32228,NA,NA,9,NA,NA,2,5,1,7,NA,1007588,11104,0
"553",32379,"Walking",106,67,2,2050,2,5,1,16,35000,1007588,8303,0
"554",32407,NA,NA,18,1,4760,2,5,1,16,0,1007588,8303,0
"555",32546,"Walking",96,29,3,3800,1,1,1,20,80000,1007588,8303,0
"556",32547,NA,NA,22,5,9830,2,1,1,19,0,1007588,8303,0
"557",32548,NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,8303,0
"558",32565,NA,NA,59,1,1105,1,1,1,21,19200,1007588,11104,0
"559",32566,"Driving",99,64,3,3255,2,1,1,21,160900,1007588,11104,0
"560",32698,"Driving",83,56,4,2430,2,3,1,22,74000,1007588,11106,0
"561",32901,"Driving",105,73,1,5700,2,3,1,18,26900,1007588,8303,0
"562",32902,"Driving",194,75,1,3930,1,3,1,18,31300,1007588,8303,0
"563",32947,"Driving",89,76,1,3060,2,1,1,23,200004,1007588,8303,0
"564",32948,"Driving",106,78,7,3060,1,1,1,23,25100,1007588,8303,0
"565",32949,"Driving",89,42,1,2200,2,1,1,23,18000,1007588,8303,0
"566",32950,"Driving",106,38,1,6260,1,5,2,19,17000,1007588,8303,0
"567",32986,NA,NA,89,NA,NA,2,2,1,21,57300,1007588,8303,0
"568",32998,NA,NA,57,1,3310,2,1,1,20,34000,1007588,8303,0
"569",32999,"Driving",89,60,1,1720,1,1,1,21,97090,1007588,8303,0
"570",33057,"Driving",178,52,1,7330,1,1,1,18,51000,1007588,11103,0
"571",33058,NA,NA,52,1,8965,2,1,1,15,25000,1007588,11103,0
"572",33059,"Driving",107,24,1,4000,1,5,1,20,40000,1007588,11103,0
"573",33060,"Driving",120,22,1,9620,1,5,1,16,7500,1007588,11103,0
"574",33061,NA,NA,70,NA,NA,1,2,1,16,2500,1007588,11103,0
"575",33062,NA,NA,52,NA,NA,2,2,1,16,9600,1007588,11103,0
"576",33180,NA,NA,18,1,5860,1,5,1,18,1000,1007588,8303,0
"577",33276,"Driving",62,64,1,7140,1,1,1,20,60000,1007588,11106,0
"578",33277,"Driving",74,61,3,3255,2,1,1,20,60000,1007588,11106,0
"579",33278,NA,NA,13,NA,NA,1,5,1,10,NA,1007588,11106,0
"580",33449,NA,NA,21,1,1006,1,5,1,16,7000,1007588,8303,0
"581",33450,"Driving",144,21,1,4650,1,5,1,19,15000,1007588,8303,0
"582",33701,"Public Transit",76,53,1,6050,1,1,1,1,22800,1007588,11103,0
"583",33963,NA,NA,55,1,3500,2,2,1,20,7000,1007588,8303,0
"584",33964,NA,NA,26,9,9920,2,5,2,19,0,1007588,8303,0
"585",33965,NA,NA,14,NA,NA,1,5,1,11,NA,1007588,8303,0
"586",34058,"Driving",125,69,1,10,2,1,1,21,137800,1007588,8303,0
"587",34059,"Driving",95,72,6,710,1,1,1,22,100000,1007588,8303,0
"588",34060,"Driving",103,47,2,230,2,3,1,21,65000,1007588,8303,0
"589",34129,NA,NA,63,NA,NA,2,1,1,22,70000,1007588,8303,0
"590",34130,"Home Office",NA,63,1,2100,1,1,1,23,80000,1007588,8303,1
"591",34143,"Driving",93,45,1,5620,2,1,1,9,17000,1007588,11103,0
"592",34144,"Driving",63,51,1,7340,1,1,1,9,50000,1007588,11103,0
"593",34145,"Driving",165,25,1,5240,1,5,1,19,29500,1007588,11103,0
"594",34146,"Driving",57,23,1,8650,2,5,1,21,15600,1007588,11103,0
"595",34147,"Driving",87,31,1,8710,1,5,1,21,62000,1007588,8303,0
"596",34148,NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,8303,0
"597",34149,NA,NA,23,1,4030,1,5,1,21,10000,1007588,8303,0
"598",34150,NA,NA,28,1,2300,2,5,1,21,20000,1007588,8303,0
"599",34186,"Driving",108,58,6,4920,1,3,1,16,408000,1007588,8303,0
"600",34187,"Home Office",NA,44,6,4920,2,4,1,21,80000,1007588,8303,1
"601",34736,"Driving",52,41,1,4720,1,1,1,1,40000,1007588,8303,0
"602",34737,"Driving",95,42,1,4230,2,1,1,1,22000,1007588,8303,0
"603",34738,NA,NA,15,NA,NA,1,5,1,12,0,1007588,8303,0
"604",34739,NA,NA,13,NA,NA,1,5,1,10,NA,1007588,8303,0
"605",34740,NA,NA,20,NA,NA,1,5,1,15,0,1007588,8303,0
"606",34741,NA,NA,17,NA,NA,1,5,2,14,0,1007588,8303,0
"607",34757,"Driving",94,37,1,4760,1,1,1,21,75000,1007588,11104,0
"608",34758,"Driving",96,37,1,350,2,1,1,21,75000,1007588,11104,0
"609",34759,NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11104,0
"610",34760,NA,NA,8,NA,NA,2,5,1,5,NA,1007588,11104,0
"611",34761,NA,NA,6,NA,NA,1,5,1,3,NA,1007588,11104,0
"612",34895,"Driving",86,56,5,1410,1,1,1,21,132000,1007588,11106,0
"613",34896,"Driving",92,55,1,3310,2,1,1,21,60000,1007588,11106,0
"614",34913,"Driving",79,46,1,1530,1,1,1,19,90000,1007588,11106,0
"615",34914,"Driving",108,43,1,3255,2,1,1,21,80000,1007588,11106,0
"616",34915,NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11106,0
"617",34916,NA,NA,16,NA,NA,2,5,1,13,0,1007588,11106,0
"618",34917,NA,NA,68,NA,NA,2,2,1,20,1800,1007588,11106,0
"619",35173,NA,272,21,4,5400,1,5,1,19,3101,1007588,8303,0
"620",35234,NA,NA,55,NA,NA,1,1,1,11,16400,1007588,11106,0
"621",35235,"Driving",100,56,6,4230,2,1,1,12,10800,1007588,11106,0
"622",35332,"Walking",81,25,1,5620,1,1,1,16,7000,1007588,8303,0
"623",35333,NA,NA,23,NA,NA,2,1,1,7,0,1007588,8303,0
"624",35417,NA,NA,86,NA,NA,2,2,1,16,14300,1007588,11104,0
"625",35875,"Driving",93,27,3,3500,2,1,1,20,23000,1007588,8303,0
"626",35876,"Driving",109,30,1,4760,1,1,1,18,28000,1007588,8303,0
"627",36170,"Driving",93,34,1,20,2,1,1,22,80000,1007588,8303,0
"628",36171,"Driving",93,35,3,1840,1,1,1,22,80000,1007588,8303,0
"629",36172,NA,NA,3,NA,NA,1,5,1,1,NA,1007588,8303,0
"630",36173,NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,8303,0
"631",36329,"Driving",64,57,1,8220,1,1,1,18,65000,1007588,11104,0
"632",36330,NA,NA,60,3,5000,2,1,1,19,930,1007588,11104,0
"633",36331,"Home Office",NA,41,1,5840,2,1,1,19,45000,1007588,11104,1
"634",36332,NA,NA,8,NA,NA,2,5,1,5,NA,1007588,11104,0
"635",36333,NA,NA,6,NA,NA,2,5,1,3,NA,1007588,11104,0
"636",36982,"Driving",133,57,6,4510,2,1,1,19,94060,1007588,8303,0
"637",36983,"Driving",80,55,1,6440,1,1,1,18,94060,1007588,8303,0
"638",37039,"Driving",87,40,1,120,1,1,1,23,180000,1007588,11106,0
"639",37040,"Driving",84,36,3,2300,2,1,1,22,50000,1007588,11106,0
"640",37041,NA,NA,10,NA,NA,1,5,1,7,NA,1007588,11106,0
"641",37042,NA,NA,7,NA,NA,1,5,1,4,NA,1007588,11106,0
"642",37072,NA,NA,68,1,5700,2,3,1,21,31100,1007588,8303,0
"643",37097,"Driving",268,29,1,5300,1,5,1,19,29000,1007588,11103,0
"644",37098,"Driving",92,27,1,5700,2,5,1,20,28000,1007588,11103,0
"645",37099,"Driving",78,25,1,1410,1,5,1,21,74000,1007588,8303,0
"646",37100,"Driving",124,26,1,4110,1,5,1,21,10000,1007588,8303,0
"647",38443,"Driving",232,47,1,4220,1,1,1,20,32000,1007588,11106,0
"648",38444,NA,NA,45,1,5240,2,1,1,19,1100,1007588,11106,0
"649",38620,NA,NA,65,NA,NA,2,1,1,19,59800,1007588,11106,0
"650",38621,NA,NA,85,NA,NA,1,1,1,18,12500,1007588,11106,0
"651",38680,"Driving",94,31,3,5250,2,5,1,21,50000,1007588,11103,0
"652",38681,"Driving",82,29,1,3600,2,5,1,16,42000,1007588,11103,0
"653",38682,"Driving",88,26,1,5400,2,5,1,16,17000,1007588,11103,0
"654",38683,"Driving",64,63,1,4020,1,3,1,16,54000,1007588,11103,0
"655",38997,NA,NA,89,NA,NA,2,2,1,22,62100,1007588,11106,0
"656",38998,"Driving",99,51,1,4610,2,3,1,18,32400,1007588,11106,0
"657",39144,NA,NA,46,1,4610,2,5,1,19,17000,1007588,11103,0
"658",39888,"Driving",116,53,6,4510,2,5,1,16,12000,1007588,8303,0
"659",40414,"Home Office",NA,71,6,2100,1,1,1,24,33200,1007588,11103,1
"660",40415,"Driving",96,60,1,3258,2,1,1,23,148000,1007588,11103,0
"661",40479,"Driving",82,53,1,8760,1,1,1,19,85000,1007588,11106,0
"662",40480,"Driving",91,55,5,430,2,1,1,20,55000,1007588,11106,0
"663",40481,NA,NA,15,NA,NA,2,5,1,13,0,1007588,11106,0
"664",40566,NA,NA,31,1,4010,1,1,1,19,20000,1007588,8303,0
"665",40567,NA,NA,33,1,20,2,1,1,19,70000,1007588,8303,0
"666",40568,NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,8303,0
"667",40569,NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,8303,0
"668",40663,"Driving",96,46,3,2310,1,1,1,22,70000,1007588,8303,0
"669",40664,"Driving",94,44,1,840,2,1,1,21,250000,1007588,8303,0
"670",40665,NA,NA,16,NA,NA,1,5,1,13,0,1007588,8303,0
"671",40666,NA,NA,13,NA,NA,2,5,1,10,NA,1007588,8303,0
"672",40669,"Driving",90,41,2,3255,2,1,1,19,59000,1007588,8303,0
"673",40670,"Driving",95,42,6,8140,1,1,1,19,15000,1007588,8303,0
"674",40671,NA,NA,19,NA,NA,2,5,1,16,0,1007588,8303,0
"675",40672,NA,NA,15,NA,NA,2,5,1,13,0,1007588,8303,0
"676",40682,"Driving",107,59,6,800,2,2,1,21,50000,1007588,11104,0
"677",40683,NA,NA,14,NA,NA,1,5,1,11,NA,1007588,11104,0
"678",40684,NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11104,0
"679",40685,"Driving",97,36,1,410,2,1,1,19,50000,1007588,11104,0
"680",40731,NA,NA,76,6,4920,2,3,1,21,38800,1007588,8303,0
"681",40823,NA,NA,18,6,4350,1,5,1,18,501,1007588,8303,0
"682",40998,"Driving",101,66,3,2540,2,3,1,16,46000,1007588,11104,0
"683",40999,"Driving",97,44,1,6260,1,5,1,19,6000,1007588,11104,0
"684",41286,"Public Transit",77,50,1,6050,1,3,2,9,4500,1007588,11103,0
"685",41663,"Driving",109,45,1,4850,1,1,2,16,60000,1007588,11106,0
"686",41664,NA,NA,44,NA,NA,2,1,2,13,0,1007588,11106,0
"687",41665,"Driving",116,19,1,3930,1,5,2,19,12000,1007588,11106,0
"688",41666,NA,NA,13,NA,NA,2,5,2,10,NA,1007588,11106,0
"689",41734,NA,NA,79,NA,NA,1,1,1,19,13800,1007588,11106,0
"690",41735,"Driving",81,63,1,2145,2,1,1,18,139000,1007588,11106,0
"691",41804,"Public Transit",77,50,1,6050,1,3,2,9,4500,1007588,11106,0
